,user,txt
996,RWl5ZFlOVDJIVlhRMTk0TmdQanQ1UT09,매일 사용하는 로션이에요 민감성 피부인데 예전에 피부과 선생님이 추천해서 피지오겔 꾸준히 사용하고 있어요 피부도 좋아졌어요 보습잘되고 많이바르면 기름지는 느낌이 들긴하는데 잘 조절해서 사용해요
997,RWluekxCb1h1bHVOYmNRWlB1UllrQT09,은 너무 촉촉해서 좋았구 촉촉하면서 진정까지 같이 되니까 너무 좋아여 꾸준히 써봐야겠어여
998,RWo1L2F4VUVJclk2OXpGL3UybFcwQT09,성분을 따지는 모 유튜버 추천으로 구매하였는데 거의 건성에 가까운 여드름성 지복합 피부에는 살짝 무겁고 끈적거리는 감이 없지 않아 겨울철에만 사용할듯 합니다크림과 같이 그냥저냥 쓰기 좋은것 같습니다 다만 브링그린은 티트리 라인이든 사철쑥 라인이든 눈에 들어가면 매우 아프므로 주의를 요했습니다
999,RWxESTNpa0tncjhHbjRIMkVIVlBJQT09,촉촉하고 순해서 쭉 사용하기 좋은것같아용 이 제품 꾸준히 사용하고 잇어요 세번째 재구매인거 같아요 스킨 세럼 크림 세개 같이 사용하고 있는데 자극없이 순하고 진정효과도 좋은것 같아서 꾸준히 사용중이에요
1000,RXFkdWwzSXdmdk5BTXB1R3R1MlRrZz09,순하고 좋아요 기존에 앰플썼었는데 앰플보단 묽지만 성분이 순하고 좋습니다
1001,RXFoWVlJUnR1WGo3RHhtU2ZKQVBLUT09,모공은 잘 모르겠지만 자극없이 순해서 편하게 쓰고 있어요
1002,RXJCMjY2N2VURTZ5elZHdHNWZjBjQT09,이거 쓰고 진짜 생리 전에 잘 나타나던 여드름이 안남 토너 이거 계속 정착할라구여
1003,RXQwOGZrYXdvRXdYMkVGM3lheHE4Zz09,잘 사용하고 있습니다 추천합니다 감사합니다
1004,RXRlMThYMThTRmREb2w1QmxJNW1Sdz09,세일할 때 사서 대용량 넉넉하고 겨울에 보습에 좋았어요 환절기 봄까지도 사용가능할거 같아요 물처럼 흐르는 제형인데 평소에는 닦토 보습 더 필요하면 흡토도 더해요대용량이 진짜 크네요 샘플써보다가 이전 빅세일로 구매했고 대용량에 미니어쳐도 받아서 좋아요 물처럼 흘러요 촉촉해요
1005,RXVvdm84Zy9SakpYRXBxT2JtYUV5UT09,좋습니다 일본특유의 깔끔스몰 패키지 제형가볍고요 선크림땜에 뻑뻑하다 싶으면 오일한방울 추가해서
1006,RXZHM0I2MFJjdGdkcTA1TW1pYkFFdz09,벌써 두통째 쓰고 있어요 이번에 세일을 해서 또 구매했어요
1007,RXhBU1dNRnhQVThFa1dVQjU1RTJidz09,민간성에다 건성 피부인데 최근 피부가 너무 당기고 민감해져서 구입했어요 매번 세수할 때마다 손가락으로 얼굴을 미는데 이게 도대체 뭐지 싶을 정도로 각질이 올라왔거든요 근데 로션 바르고 난뒤로는 세수할 때 각질이 덜 하고 손에 닿는 느낌이 얼굴이 매끄럽고 탱탱해진 것 같아요 평소엔 매끄럽지 않고 늘어진 듯한 탄력이었는데 암튼 부드럽고 좋아요 바르고 난뒤 보면 좀 따가워요 많이 예민한 상태라 그런지
1008,RXhEMEJZL3VBMnptRjlHSXh6NHpYQT09,입자가 작아서 피부에 잘 스며드는 것 같아요 정말 만족하면서 사용하고 있답니다 계절 상관없이 일 년 내내 사용하기 좋을 것 같습니다
1009,RXkvMUsyQ3JweWpySldYbFFRVTVvQT09,아버지 사드렸는데 군말없이 쓰는거보면 괜찮은듯 합니다아버지 사드렸습니다 양도 많고 성능 무난하고 좋다고 하네요늘 써오던 정착템입니다 자극없 순하고 겨울에는 평소 사용량의 두배로 발라주면 딱 알맞아요늘 쓰던 제품이라 이젠 좋은지도 모르겠고 그냥 씁니다 나이가 든 탓에 이젠 피지오겔이 다소 건조한 듯하여 다른 제품 쓰려고 했는데 또 두번씩 덧바르니까 나쁘지않더라고요 그래서 그냥 또 재구매 했습니다 할인행사도 자주해서 좋아요
1010,RXlYY09LUDd4NkI0TWtjeUtVV0hMUT09,아빠가 아주 잘쓰고 있음 촉촉함이 오래간데요
1011,Ri94SnVlSEQycko3c09VQkFIZndTZz09,벌써 두병째 구매하는 제품입니다 이번에 올영세일로 본품 샘플 묶음 세트를 원가보다 저렴하게 판매하는 할인행사가 있길래 서둘러 구매해봤어요 피부결 정돈은 물론 다음 단계에 사용하는 화장품도 잘 스며드는 촉촉시원한 피부로 만들어줍니다 평소 닦토로 제품을 사용하는 편입니다 닦토를 하다보면 눈에 토너가 닿는 경우가 종종 있지 않나요 해당 제품은 눈에 닿아도 따갑지 않을 정도로 자극없이 순해서 좋습니다 약지성 밤샘작업으로 얼굴 트러블 이슈가 있는 편 순한제품 밖에 못쓰는 여린 피부가 달 이상 사용하며 아주 만족한 제품 건성이나 복합성 피부 분들이 쓰셔도 좋을 것 같아요 이런 가격에 좋은 제품 구매 할 수 있어서 기쁩니다 마녀공장 많이 파시길
1012,Ri9peEVpUnM0OTBsQ1J3WURBQzA1dz09,제가 살 때는 인터넷엔 안 팔고 올리브영에만 팔더라구요 토너용패드로 쓸려고 샀는데 그린토마토 앰플만 쓸 때보다 모공효과에 더 효과적인 기분이에요성분에디터 장영란 모공 앰플을 너무 잘 쓰고 있던 터라 올리브영에 토너를 발견하고는 바로 샀어요 인터넷가보다 저렴하게 할인하고 있더라구요 화장솜에 적셔서 사용중인데 트러블없이 무난한 거 같아요
1013,RitNU0dwREJ1TlYvcFRVSXIvZGt5dz09,남편 선물해줬어요 제가 테스트하고 성분 워낙 좋고 무조건 구입각
1014,RitYZDdyczJZSFEyU0VxaFlYRFl6UT09,로션이랑 크림 다 바르면 좋겠지만 그 만큼 귀찮다보니 올인원크림사서 써봤는데 피부가 건조하지 않고 좋은거 같아요 간편하게 피부진정도하고 보습도 하고 좋아요 일단 끈적임 없이 바르기 좋아요 겨울에 이것만 바르기에는 건조하기 때문에 수분크림이랑 같이 바르시는게 좋아보여요 피부 진정도 되고 저는 재구매 의사가 있어요
1015,RitnM3dYY2RReXgya1VmcEFlSXJIUT09,피지오겔 수분크림이야 워낙 유명하죠 피지오겔 수분크림은 뭔가 지성보다 건성에 적합한 수분과 유분기가 적절히 혼합된 느낌이었습니다 그래서 이 스킨도 그렇지 않을까 생각했는데 제 예상에 맞았어요 제형 제형은 라네즈 크림스킨이 생각나는 제형이에요 그것보다 살짝 되직한 느낌 로션과 스킨의 중간 약간 에센스같은 느낌입니다 보시는것처럼 육안으로 흰색이고 발랐을때도 로션을 바른 느낌입니다 사진으로 보시다시피 닦토로는 어렵겠어요 화장솜에 스며들지 않습니다 향 있는듯 없는 듯 한 향이에요 거의 무향에 가깝지만 또 살짝 베이비 파우더향도 납니다 성분 및 민감도 피지오겔이야 워낙 좋은 성분으로 유명하죠 일주일정도 사용해본 결과 피부에 순하게 잘 먹혔습니다 추천피부타입 별 하나를 뺀 이유에요 전 건성에 가까운 복합성이지만 약간 무거운 느낌이 들었습니다 완전 건성에 더 적합한것 같아요 지성분이시라면 이것만 바르시면 될것같아요 용도 원래 스킨은 스킨팩으로도 닦토로도 여러 용도로 사용할수 있어야 좋은건데 이건 바르는 용으로 주로 사용할듯 싶습니다 용도가 다양하지 못해 좀 아쉽네요 건성분들은 스킨법 용도로 사용하셔도 좋을것 같아요 총평 라네즈가 생각나는 제형 좋은 성분 건성추천 겨울 등 건조한 계절 추천피부 진정을 도와주는 많은 성분 중에 저는 쑥이 가장 잘 맞는단 것을 머그워트에센스를 통해 확인했습니다 근데 그건 좀비싼감이 있어서 이걸로 구매해봤고 결과는 만족입니다 제형 물제형입니다 그래서 스킨팩이나 가볍게 닦아내기 좋아요 저는 주로 닥토로 사용하다가 피부가 간지럽거나 뭐가 나려 하면 스킨팩으로 사용합니다 지성부터 건성까지 사용하기 좋을것 같아요 냄새 쑥 토너지만 쑥냄새는 나지 않아 쑥이 제대로 함유되있는건가 의심스러웠지만 나 함유되어있다고 합니다 냄새도 독하지 않은 일반 화장품 냄새에요 진정 저는 쑥이 피부를 진정시키는데 좋다고 해서 샀는데요 그래서 그런지 발랐을때 가려운 느낌도없고 피부가 성났을때 스킨팩을 하면 진정되고 좋습니다 재구매 하고 싶어요
1016,RjBJaVB5a2ppL1AxVWZKU3hZVXVPQT09,일주일에 한번씩 저녁에 사용중입니다 하고 나면 피지가 잘 닦이는 느낌이에요디오디너리 제품이 가격적인 면에서도 좋고 순해서 좋은것 같습니다 한달째 잘 사용하고 있어요
1017,RjBWeHBGd0RROUNJTkRlMEk3b2Vydz09,저는 처음에 사고 문의나 후기를 봤는데 크림이 같이 안왔다는 사람이 많길래 내것도 안오면 어쩌지 싶었는데 다행히 왔네요 처음에 포장 뜯을때 봤는데 불필요한 포장은 인했다고 하더라구요 그리고 뜯고 그냥 톡톡 두들겼는데 나와서 놀랬어요 입구에 안막혀 있더라구요 먼저 로션은 살짝 콧물 같은 제형인데 발랐을때 흡수가 잘되요 근데 이것만 발랐을 땐 건조하더라구요 산뜻촉촉이에요 그냥 가볍게 발라주고 밀크를 발라주면 약간 유분기 있는건가 좀 피부에 수분이 채워져요 엄청 촉촉합니다 흡수 완전 잘되요 크림도 태어나서 처음보는 제형인데 쫀득쫀득 콧물 제형이고 젤 크림이더라구요 크림치고 엄청 묽어요 열때 기울어있었는데 쏟을뻔 했어요 그리고 흡수는 짱잘되요 피부가 완전 촉촉 근데 가지 다 바르면 피부가 수분이 뽝채워져서 촉촉탱탱해요 여름에 완전 강추 합니다
1018,RjBndE50ZjA5OTFpN1lQZW9OdW9OQT09,요거요거 저렴하다고 약보면 안되겠네요 일단 스킨이 진득하고 촉촉해요
1019,RjIrMXFVQ1JDZllDcTRKQ3djV2Uzdz09,화장하기 전에 바르는 로션으로 쓰고 있어요 촉촉한데 밀림은 없어서 좋아요 양도 햔뼘크기로 엄청 많아요
1020,RjIzeG9VMm82Y3phSi9jdzhWcEJyQT09,편하게 막쓰려규 주문했어요 로션을 워낙많이 발라서 부담 없이 바르기 좋은 가격 같아요좋아요 수영장 가지고 다니는 용으로 샀는데 적당히 촉촏히고 너무 기름지지 않아서 더 좋은것 같아요
1021,RjJ1RnRpQmY1cVpBU09UWlBSaDNzUT09,저는 항상 이것만 사용합니다 상당히괜찮네요 이번에 올리브영 세일한다하여 이거저거 주문했습니다 거진 분기별로 올영세일이있지만 그래도 이번에 사야되는데 하면서 필요성 느끼다가 갑자기 올영세일 공지떠서 샀습니다 평소보다 저렴하고 구매했고 트러블도 없고 호불호가 갈리겠지만 전 이번제픔 상당히 맘에듭니다 가격대비 싼부분은 뭐 올영세일이여서 삿지만 그래도 저에겐 상당히 좋은 제품입니다 다들 뭐 호불호가 갈려서 좋다 안좋다 확답은 못드리겠만 개인적으론 이제품이 저에게 맞기에 후기를 이렇게 적어봅니다 감사합니다 항상 많이파세요 제품세정력도 상당히 좋고 냄새고 코튼향이라 좋네요 이걸로 맨처음 다듬고 난후 하면 상당히 좋습니다 감사합니다 좋은제품 팔아주셔서 올리브영 화이팅 올영세일 화이팅
1022,RjdNdmpvTENsUlFocTd6QXdpYUUwdz09,관자 놀이 쪽에 여드름이 안 나다가 갑자기 저번부터 나기 시작해서 이것 저것 여드름용 스킨 케어를 찾아보다가 이 스킨 케어가 좋다길래 구매해봤습니다 아직 사용해보지는 않아서 별 개는 뺐어요 꾸준히 써보고 나중에 여드름에 효과가 있는지 다시 리뷰 수정해서 적을게용
1023,RjdxK1J4RHRCdmhUWkIwMnltS25kQT09,선물로 구매했어요 배송 빠루고 좋어요 감사합니다 포장도 끔하게 와서 구냥 주기만 하면 될거같아요
1024,RjhEZnYrQUV1QUlXV1dqZzdBa2hVdz09,대 딸아이가 쓰던화장품인데 재구매했어요 트러블이 조금있는피부인데 진정되고 괜찮아합니다 자극없이 진정되고 보습이좋아요 민감한피부에 좋아요 촉촉함이 오래가네요 다음엔 스킨도 같이 구매해야겠어요
1025,Rk5STUNVcXVBd0dRZHlITmZYQWZYUT09,진짜 너무 좋아요 킹왕짱이예요 몇 통 쓰는 지 모르겠어요 지인드롼테 다 추천하고 있고 완전 홍보 많이 하고 있어요 그 만큼 너무 좋다는 뜻입니다 진짜 인정했어요 브링그린 아이러브 브링그린 쏘 머치 단종 절대 시키지 말고 제가 살아 있을 때까지 계속 팔아쥬세옴
1026,Rk9CWm0yamhBSHdnM2hXS3daM055UT09,광고도 많이하고 젤 괜찮아보여서 아빠 사드렸는데 만족하신다고해용아빠 구매해드렸어요 젤 무난하고 평도 좋아서 구매한건데 잘 맞으신다고하네용
1027,RkE0VXN4K3pXYy9zZWdualpPTTVoZz09,수분감 높은 토너 찾으시면 추천드려요 보습력도 있고 무엇보다 큰 사이즈라서 오래 사용할 것 같아요 화장솜에 적셔서 사용하고 있는데 좋아요 추천드립니다
1028,RkFTWmszdzZtam9qRTljUFRiWmNmdz09,걍 밍밍하게 쓰기 좋음 근데 자극받은 피부에 쓰면 따가움
1029,RkVCemgraXBFSHJPQTJ3MjFzTnZtUT09,좋아요 따가운데 그래도 좋아요 이틀에한번 세안 후 토닝솔루션으로 피붓결 정돈해주고 있어요 평소 필종류를 많이 해봐서 엄청따갑거나 그렇진 않았지만 따가우면 바를때 드라이기 찬바람 얼굴에 틀어놓고 흡수시키면 짱조아요
1030,RkdmZ0tyWE1JNGNveisrczg4MDJwQT09,좋은지 모루게써욜 안촉촉하고 다 바르고 나면 많이 건조해요 조아요 촉촉하고 어성초라 여드름에 도움 되는지는 모르겠지만 산뜻하니 좋네용
1031,RkswdXdWclUxQlQxY2t0WkNkckhDZz09,남동생 주려고 산 건데 동생이 민감함 피부임에도 불구하고 너무 잘 쓰고 있어용 지금까지 사줬던 것중 가장 맘에 든대용 다음에 또 사주려구요
1032,RkxVVkZhUjZtY1kzOU93bFJucUxYdz09,자극없이 순한 데일리템 가볍고 빠르게 흡수되어서 화장전 부담없이 바르기좋아요닥토로 쓰기에 대용량이라 너무 좋고 쑥향도 거부감들지않고 좋아요
1033,RlB2ZnZOOS9sRTZTL2N4NUdGeEpDZz09,저는 얇고 건성인 피부를 갖고 있습니다 때문에 가을 겨울은 물론 봄 여름에도 약간 수분 보습이 잘 되는 로션을 사용합니다 결론만 말씀드린다면 이건 건성보다는 복합성인 분들께 추천드려요 건성인 분들에게도 물론 잘 맞지만 주로 여름에 사용하기 좋은것 같고 지성인 분들에게는 이거 한개만 단독으로 바른다면 나름 잘 쓰실것 같습니다 여름 제형 묽어요 꾸덕한 보습로션 느낌보다 흐르는 느낌의 제형입니다 그렇다고 물처럼 흐르는건 아니고 약간의 점도가 있는 정도입니다 색은 상아색 정도이며 향은 잘 안나지만 상큼한 향이 좀 나는것 같아요 또한 용기가 유리같아요 뭔가 고급스럽고 좋긴 한데 제품을 다 써갈때는 거꾸로 둬야 잘 나올것 같은 느낌이 듭니다 보습 일단 건성이 이 제품을 단독으로 바르는건 비추합니다 단독으로 바르기엔 피부 당김이 있을것같아요 대신 추가 크림을 바른다면 딱 유수분 밸런스 잘 맞을것 같습니다 지성에게는 여름에 단독으로 바르기 좋을것 같아요
1034,RlFXZUkzblZRVnM3WDMzdzk2UldEdz09,아버지 선물로 드리려고 세트 상품 구매하였습니다 아버지가 요새 들어 피부 노화 방지와 보습을 위해 노력하고 싶으시다고 해서 사 드리고 후기를 몇달 지난 지금 들어요 들어보니 막 좋아졌다고 느끼기 보단 꾸준히 사용했을 때 안 했을 때 차이가 있는 것 같아요 올인원 타입이라 너무 편하고 좋으시답니다
1035,RlJxR1hBMkcxWFIxMDhJNDJYYk9EZz09,한달 사용후기남겨요 걍 무난무난한 토너예요 무향인건 좋음
1036,RlM5V05tNUZQMWpha0d0a055QVhwUT09,날씨가 더워지면 종종 이용하는 제품이라 주문했어요 복합성에 민감해서 아무거나 못바르는데 역시 자극없이 좋은것같아요
1037,RlNVZXpjMjZTbE12bmNMbzFsOTNYdz09,보타닉힐보 일때 토너를 처음 써보고 자극없이 순하고 진정효과도 있고 보습도 되길래 이번에 리뉴얼되고 두번째 구매했는데 역시나 너무 좋아요 모든 기초제품 바이오힐보로 갈아탔을 정도
1038,RlRET09GOFRma1ZndllJRkFucit3Zz09,스킨 로션 둘다 순해서 평상시에 쓰기 좋아요 로션은 몇통째 쓰고 있어요
1039,RlVOWkNCdDFrYUdmMHRuNDEwbnNTUT09,수분부족이랑 홍조 예민성 피부 촉촉함과 진정 시키려고 구매
1040,RlVRampaeXlRbjdkYWswTlJzV0pzQT09,통이 너무 이쁘고 투명한 액이 진짜 순할 것 같음 아직 쓰던게 남아서 사용전 나중에 한달 사용리뷰 올리겠음
1041,RlVuYy9GS1BzMzhGWEtNTU1SMTZYUT09,가볍게 발리고 바른 뒤 끈적임도 적어서 좋아요 비타민 도 함유되어 있어 더 좋은 느낌
1042,RmExNEhHaVJyODk2SmlSa0Z1ZjRIQT09,올리브영에서 피지오겔 화장품 구입했습니다 올리브영은 정기적인 기간에 세일행사를 많이 자주 하는 편이라 그 기간에 주로 물건을 구입하고 있는데 이번에 구입한 피지오겔 제품 기획으로 출시된게 있다고 하여 바로 선택했어요 일단 와우 가격이 정말 좋아요 피지오겔 제품 비싸지만 그래도 보습력이 짱짱하여 자주 구입하고 있는데 이거 정말 좋아요 아이가 아주 어릴 때부터 사용했던 제품이에요 향이 없는 것도 마음에 들고 발림성이 정말 좋다고 해야하나 하얀 크림 타입의 제품인데 바르면서도 촉촉하단 느낌이 절로 드는 제품이지요 튜브로 된 제품은 아이도 사용하기 참 편해합니다 이번엔 여러 기획제품이라서 로션과 크림 나눠서 사용하도록 하고 있어요 매번 저렴하게 잘 구입할 수 있어서 좋네요 감사해요
1043,RmFXNjRMK3ZuWUU2TVNkN2s4NDREZz09,원래 대용량스킨을 선호하진 않는데 후기보니 진정에 좋다고 하고 스킨팩처럼 팍팍 쓰면 되겠다 싶어서 구입했어요 막상 실물보니 물병같은 게 왔습니다 이거 네일리무버 펌핑용기같이 생겼어요 스킨을 덜어낼 순 없지만 화장솜 얹고 눌러서 쓰고 있어요 뭔가 편한듯 아닌듯 제형은 물스킨입니다 바르고 확 촉촉한 느낌은 아니에요 팍팍 쓴거 같은데 양이 별로 안 줄었고 진정이 되나 싶은데 크게 트러블 안 나는 게 무난한 제품 같아요
1044,RmFXd2JMYXpONHZzRlJwR3FyMmFwUT09,좋아요 주름 펴지는거같고 크림이 진짜 부드럽고 완전 대박 영양크림이라서 쫀쫀할줄 알았는데 좋아요 흡수력도좋고 닥터지는 진정에 좋아서 구매햇어요 선뮬주려고 진정 너무 잘되서 좋네요
1045,RmFnSmxjejJPYWFnNklGYVozUk5MQT09,패키지부터 깔끔하고 순해보였는데 실제 트러블 자극없이 순해요 보통 트러블 제품은 알코올 들어있어서 사용하고나면 건조한데 이제품은 건조하지않고 좋습니다이름부터가 확 끌리는 트러블레스 토너에요 사용해보니까 이름처럼 트러블을 진정시켜주는 느낌이에요 자극없이 순하고 화장 전에 닦토로 쓰기 너무좋아요 보통 트러블 제품들은 사용하고나면 건조한데 이제품은 히알루론산이 들어가서그런지 촉촉하네요 용량도 로 충분해서 여유있게 쓸수잇을꺼같아요
1046,RmJnaXNQNzJnVjRSNjBET3B1cTU5UT09,처음 사용해봤는데 괜찮아요 물토너이고 미스트 공병에 담아 미스트처럼 쓰기도 좋고 닦아내는 토너로 사용하기도 좋아요 자극없이 순하고 저렴하고 만족합니다
1047,RmRnNG9ubHc3TXpSaFBXdU5sWlIwUT09,아비브 부횔초 크림 잘 써서 어성초도 잘 맞으니까 사볼까 하고 구매한건데 끈적임없고 흡수 좋은 물토너 라서 다음에 재구매 의사 있습니다
1048,RmRtN3NsRW96eE5JN1BNR2xTQm9ldz09,배송도 빠르고 구성이 마음에 들었고 디자인도 초록하고 심플하니 깔끔한 느낌이에요 스트레스받거나 환절기때 뾰루지가 올라오는편인데 여드름성 피부에도 안심하고 바를수있다는점이 좋고 발랐을때 자극이 안느껴지고 순하네요 티트리향이 조금 느껴지는데 닦토로 바르든 손에 듬뿍 바르든 진정 보습이 잘되는거 같아서 환절기때 열심히 써보려구요 여드름에 발라도 좋아서 여드름토너로 사용해도 좋을거같아요
1049,RmZBbyt1THRhWnlLR0tZM1k1V2JOdz09,저는 민감 트러블 수부지 홍조를 갖고있는 복합성피부인데 요즘은 건조한부분은 더 건조하고 유분이 나오는 부분은 더 유분이 폭발 중입니다 이 이쥐에프올로지 상품을 구매하서 사용한지는 꽤 되었고 스킨 에센스 로션 비누 이 패키지 또한 계속 구매해서 사용 중입니다 전 신랑과 피부타입이 거의 비슷해서 화장품을 같이 이용 중입니다 그래서 화장품 사용기간이 다른 혼자 사용하시는 분들보다 배가 빠릅니다 이 홈클리닉 디데이샷은 고농축앰플 마스크 니들 비누가 묶여있는데 마스크랑 앰플은 굉장히 좋다고 생각이 들어요 니들은 사봤을 때 처음 써보는거라 걱정이 되었는데 세게 누르지 않으면 약간 따끔한 정도라 참을만하고요 그런데 니들은 병원에서 사용하는게 아니라 자극이 걱정되시고 포장이 엄청 꼼꼼하게 되어져 오지만 무언가 찝찝하다 하시면 니들은 안 사용하시는게 맞다고 봅니다 전 차 세안 후 차로 여기 이쥐에프올로지 비누로 세수하고 앰플바르고 니들로 돌돌하면서 또 앰플바르고 흡수시키고 마스크팩까지하면 진짜 그 당일 다음날 피부가 기가막히더라고요 달에 한 번 혹은 더 짧게 가면 피부 턴오버주기에 맞춰주면 좋다고하는데 사실 전 다음날 적어도 주일 안에 중요한 약속이 있거나 사진이 잘 나와야하거나 하면 이걸 해줍니다 저는 이게 잘 맞아서 괜찮은데 다른분들은 자극이 될 수 있으니 집에 있어도 괜찮을 때 먼저 사용해보시는게 그리고 저는 꼭 날짜를 맞춰서 하지는 않아요 사실 금액이 부담은 가나 중요한 날 가끔 사용하기에 피부과 대신 돈들인다 생각하고 해요 오 이 토너 아주 좋아요 환절기에 딱입니다 제가 갖고있는 토너 토너패드들이 산뜻한 제형 산뜻한 향이 많아 봄 여름 특히 여름에 쓰기 좋았는데 이 토너는 물토너인데 주르륵흐르는 제형이긴하나 금방 건조해지않고 맑은 에센스같은 느낌도 납니다 그렇다고 끈적이거나 흡수가 더디거나 닦아주는 느낌이 없거나 하지 않아 피부에 필요한 그 중간을 잘 지켜준다 생각됩니다 이 토너를 사용해보면서 건복합성인 신랑도 지복합성인 저도 신랑과 저 둘다 민감피부 트러블피부입니다 트러블이 나거나 좁쌀이 생기거나 하지 않았습니다 우선 촉촉하고 순한 것으로 만족도가 높은 토너였어요 닦토를 할 때도 흡토를 할 때도 다 촉촉하고 좋았는데 가볍게 닦아주고 열감이 오르는 부분만 흡토를 좀 해주니 다음단계인 에센스나 크림도 더 잘 먹고 촉촉함이 더 오래간다고 생각되었습니다 물토너로 닦토 흡토 시 가볍지만 적당히 촉촉함이 유지되는 토너 다음단계인 에센스를 바르기 전에 열감을 내려줄 토너를 찾는 저와 비슷한 민감성 트러블성 수부지 복합성피부이시라면 이 토너는 환절기 및 가을 겨울에 더할나위없는 좋은 선택지라고 생각이 됩니다 아 근데 이거 펌핑형이아니라 토너 덜고 나면 그 뚜껑 그 윗부분에 토너가 한 두방울씩 남아서 있는데 이건 좀 또 하나 이거 토너가 미리인데 전 좀 큰 토너 토너패드를 사용하다보니 조금씩 써도 빨리 닳기는 합니다 근데 그만큼 좋아요
1050,RmZKajVOZmdvWVZpcmR0Zk9kSnN5dz09,빠른배송 감사합니다 늘 사용하던 제품입니다 올인원이라 편해요
1051,RmdFSkNYVmpnMzJQdlBOSXRrRnM0QT09,몇 통째 쓰고 있는지 모를 정도로 애용하는 스킨입니다 가볍게 쓰기 좋아요
1052,RmdUc2JaNmRvYmR2OENEQnhQWkVIUT09,촉촉해요 헬스할때 가져다놓구 쓰면 편하구 당김없이 좋아요아 이거 겨울에 없어서는 안되는 필수품이죠 넘흐 촉촉해요 엄마도 또 구매하라고 하시네요
1053,RmdvVEIzL1Y2UTVmWnNTZW8wckcxZz09,여름에도 건조함을 느끼는 극건성 피부예요 여러 스킨 종류 써봤지만 정착할 아이템입니다 정말 촉촉하고 레이어링 해도 끈적함이 없어요 촉촉함이 가득한 느낌이 너무 좋아요 제품 쓰면서 속건조 느낌이 많이 줄었습니다 세일할 때 쟁여두려구요
1054,RmoxQTlaMFIrSnJpSkJSVlhvQS9ldz09,수분로스킨 아크네스 모이스처 청소년 여드름 피부 늘 사용하고 있어요아크네스 밸런싱 보습 좋았구 청소년 여드름 피부 적당합니다아크네스 모이스처 로숀 지성과 여드름 피부에 적당합니다 늘 쓰던거라 구매했답니다청소년 아이 여드름 많아서 모이스처 보습 적당합니다 잘 쓰고 있어서 재구매합니다
1055,RmpIenYvUjNGN1RYbHYzSjdqY0l6UT09,제형은 점성 없이 그냥 흘러내리는 물 토너 제형이구요 손에 덜어서 찹토했을때 수분감도 느껴져서 너무 좋았어요 게다가 진짜 다음날 진정이 되는걸 보니까 너무 좋고 성분도 진짜 너무 좋아서 여드름성 피부이신 분들에게 강추합니다 점성 없는 흐르는 물 타입 제형이에요 화장솜에 덜어서 하는것 보다 손바닥에 덜어서 사용하는게 이 제품의 장점을 확 느낄수 있어요 자극없이 발리고 진짜로 결이 정돈되고 일시적으로 붉은기가 가라앉았어요 대박임 이건 레이어링해서 겹겹이 발라주시면 보습도 되면서 각질정리까지 돼서 평소에 민감성 피부이신분들에게 추천합니당플루이드 제형이라 지성분들도 부담없이 사용하기 좋고 무엇보다 보습과 진정이 잘돼서 너무 좋았어요 남성분들께 강추합니다 일단 플루이드 제형이라 지성분들도 부감없이 사용할수 있고 무엇보다 전혀 끈적임이 없고 흡수도 잘돼서 정말 좋았어요 유해성분도 하나도 없어서 안심하고 쓸수 있습니다
1056,RnMxQlZXYkkzRUhBei9xNFRTRVdKdz09,가볍게쓰려고 샀는데 촉촉하고 보습도괜찮고 잘쓰고있어요
1057,RnU5OWgyZlNnU245bXRnNExKK0tNdz09,후기 좋아서 샀는데 저는 보통이였어요 넘버즈인 쓰다가 이거 구매했는데 정착할 제품은 아니에요 향기는 아무 향도 안나고 완전 물같은 제형이에요 뚜껑이 근데 똑딱이 식이라 뿌러지면 못쓸거같아요 닦토용은 아니고 두드려서 발라주고 있고 많이 두드려서 흡수 시켜주고 그위에 앰플 바르고 화장하는 편이에요 물같은 제형이라 여러번 두드려주고 아무향이 안나서 정말 다행이에요 어디는 건조하고 어디는 기름지는 복합성 피부인데 겨울이라 그런지 괜찮게 쓰고 있어요 여름에는 뭔가 수분감이 많아서 못쓸거같아요 얼른 봄에 다 써버려야겠어요 화장은 잘 먹어서 좋았어요 제형은 완전 흐르는 물이고 색깔도 향도 없어서 순하고 좋은거같아요 닦토용은 아니고 두드려서 발라주고 있고 많이 두드려서 흡수 시켜주고 그위에 앰플 바르고 화장하는 편이에요후기 좋아서 샀는데 저는 보통이였어요 넘버즈인 쓰다가 이거 구매했는데 정착할 제품은 아니에요 향기는 아무 향도 안나고 완전 물같은 제형이에요 뚜껑이 근데 똑딱이 식이라 뿌러지면 못쓸거같아요 닦토용은 아니고 두드려서 발라주고 있고 많이 두드려서 흡수 시켜주고 그위에 앰플 바르고 화장하는 편이에요 물같은 제형이라 여러번 두드려주고 아무향이 안나서 정말 다행이에요 어디는 건조하고 어디는 기름지는 복합성 피부인데 겨울이라 그런지 괜찮게 쓰고 있어요 여름에는 뭔가 수분감이 많아서 못쓸거같아요 얼른 봄에 다 써버려야겠어요 화장은 잘 먹어서 좋았어요 제형은 완전 흐르는 물이고 색깔도 향도 없어서 순하고 좋은거같아요 닦토용은 아니고 두드려서 발라주고 있고 많이 두드려서 흡수 시켜주고 그위에 앰플 바르고 화장하는 편이에요
